,Carbohydrate,Energy,Fat,Fibre,Of which Saturates,Of which Sugars,Protein,Salt,product_name,Calcium,Iron,Magnesium,Of which Polyunsaturated,Omega 3,Potassium,Zinc,Selenium,Vitamin E,Polyunsaturates,Sodium,Vitamin D,Vitamin C,Riboflavin,Vitamin B12,Cholesterol,Of which Trans
207,95g,383kcal,0g,,0g,95g,0g,0.57g,,Billington's Dark Muscovado Sugar,,,,,,,,,,,,,,,,,,,,,,,,
208,92.8g,383kcal,0.5g,,0g,87.5g,2.6g,0.1g,,Bonraw Organic Coconut Blossom Sugar,,,,,,,,,,,,,,,,,,,,,,,,
209,100g,400kcal,0g,,0g,100g,0g,0g,,La Perruche Pure Cane Rough Cut Cubes White,,,,,,,,,,,,,,,,,,,,,,,,
210,,0.01kcal,,,0g,0g,<1g,3.6mg,,Stevia Sweet Tablets,,,,,,,,,,,,,,,,,,,,,,,,
211,,0kJ,0g,,0g,0g,0g,1.4mg,,Hermesetas Mini Sweeteners Tablets,,,,,,,,,,,,,,,,,,,,,,,,
212,40.0g,273kcal,1.0g,50.0g,1.0g,40.0g,1.0g,2.5g,,Cooks' Ingredients Pectin,,,,,,,,,,,,,,,,,,,,,,,,
213,84.1g,-340kcal,0g,,0g,83.7g,0g,0.03g,,Monin Vanilla Syrup,,,,,,,,,,,,,,,,,,,,,,,,
214,66g,341kcal,0g,,0g,41g,22g,0.85g,,Silver Spoon Sweetener 400 Tablets,,,,,,,,,,,,,,,,,,,,,,,,
215,94g,379kcal,0g,,0g,94g,0.7g,0.5g,,Billington's Molasses Sugar,,,,,,,,,,,,,,,,,,,,,,,,
216,79.3g,-323kcal,0g,,0g,79.3g,0g,0.03g,,Monin Caramel Syrup,,,,,,,,,,,,,,,,,,,,,,,,
217,100g,240kcal,0g,0g,0g,0g,,0g,,Bonraw Silverbirch Natural Sugar,,,100g,,,,,,,,,,,,,,,,,,,,,
218,99.95g,400kcal,0g,,0g,99.95g,0g,<0.01g,,Tate & Lyle Fairtrade Fondant Icing Sugar,,,,,,,,,,,,,,,,,,,,,,,,
219,81g,324kcal,0g,,0g,55g,0g,0.01g,,Dr.Oetker Liquid Glucose,,,,,,,,,,,,,,,,,,,,,,,,
220,100g,400kcal,0g,,0g,100g,0.1g,0.08g,,Tate & Lyle Fairtrade Golden Granulated Sugar,,,,,,,,,,,,,,,,,,,,,,,,
221,0.0g,0kcal,0.0g,0.0g,0.0g,0.0g,0.0g,0.00g,,Splenda Sweet Minis Tablets,,,,,,,,,,,,,,,,,,,,,,,,
222,94.7g,383kcal,0g,,0g,85.3g,1g,0g,,Bonraw Organic Panela Raw Dried Cane Sugar,,,,,,,,,,,,,,,,,,,,,,,,
223,,<0.01kJ,,,0g,<0.1,0g,0g,,Stevia Sweet Crystal,,,,,,,,,,,,,,,,,,,,,,,,
224,68g,349kcal,2.1g,3.1g,0.4g,0.8g,13g,0.03g,,Doves Farm Wholegrain Buckwheat Flour,,,,,,,,,,,,,,,,,,,,,,,,
225,71.2g,352kcal,2.2g,2.9g,1.4g,1.8g,10.5g,0.0g,,Essential Plain White Flour,,,,,,,,,,,,,,,,,,,,,,,,
226,71.7g,361kcal,1.5g,4.4g,0.9g,1.8g,12.9g,0.01g,,Essential Strong White Bread Wheat Flour,,,,,,,,,,,,,,,,,,,,,,,,
227,72.3g,350kcal,1.3g,3.1g,0.9g,1.7g,10.7g,0.64g,,Essential Self Raising White Wheat Flour,,,,,,,,,,,,,,,,,,,,,,,,
228,68.4g,351kcal,1.6g,4.3g,0.4g,3.2g,13.5g,<0.01g,,Waitrose Duchy Strong Malted Grain Bread Wheat Flour,,,,,,,,,,,,,,,,,,,,,,,,
229,69.5g,349kcal,1.3g,3.1g,0.3g,2.4g,13.4g,<0.01g,,Waitrose Duchy Strong White Bread Flour,,,,,,,,,,,,,,,,,,,,,,,,
230,67.4g,348kcal,1.5g,2.8g,0.4g,2.4g,14.9g,0.02g,,Waitrose White Bread Flour,,,,,,,,,,,,,,,,,,,,,,,,
231,73.2g,360kcal,1.8g,4.9g,0.3g,1.8g,10.3g,0.75g,,Waitrose Duchy Self Raising White Flour,,,,,,,,,,,,,,,,,,,,,,,,
232,59.3g,333kcal,2.3g,9.5g,0.6g,2.7g,14.0g,0.01g,,Essential Strong Wholemeal Bread Wheat Flour,,,,,,,,,,,,,,,,,,,,,,,,
233,71.2g,352kcal,2.2g,2.9g,1.4g,1.8g,10.5g,0.0g,,Essential Plain White Flour,,,,,,,,,,,,,,,,,,,,,,,,
234,57.0g,335kcal,2.3g,11.7g,0.5g,2.8g,15.8g,<0.01g,,Waitrose Stoneground Bread Wholemeal Flour,,,,,,,,,,,,,,,,,,,,,,,,
235,63.9g,338kcal,2.2g,9.1g,0.3g,2.1g,11.0g,<0.01g,,Waitrose Duchy Stoneground Plain Wholemeal Flour,,,,,,,,,,,,,,,,,,,,,,,,
236,,,,,,,,,,Allinson Easy Bake Yeast,,,,,,,,,,,,,,,,,,,,,,,,
237,,,,,,,,,,Allinson Easy Bake Yeast,,,,,,,,,,,,,,,,,,,,,,,,
238,67.9g,330kcal,1.4g,3.0g,0.2g,1.3g,9.9g,0.75g,,McDougalls Self Raising Flour,,,,,,,,,,,,,,,,,,,,,,,,
239,72.3g,350kcal,1.3g,3.1g,0.9g,1.7g,10.7g,0.64g,,Essential Self-Raising White Flour,,,,,,,,,,,,,,,,,,,,,,,,
240,59.4g,337kcal,2.2g,11.0g,0.5g,2.9g,14.4g,<0.01g,,Waitrose Duchy Strong Wholemeal Bread Flour,,,,,,,,,,,,,,,,,,,,,,,,
241,10.7g,816kcal,85.2g,0.6g,40.6g,<0.5g,1.7g,0.09g,,Atora Shredded Suet,,,,,,,,,,,,,,,,,,,,,,,,
242,73.5g,363kcal,1.9g,3.4g,0.4g,1.9g,11.3g,<0.01g,,Waitrose Duchy Plain White Flour,,,,,,,,,,,,,,,,,,,,,,,,
243,69.7g,354kcal,1.6g,3.2g,0.5g,1.7g,13.6g,0.0g,,Leckford Estate Strong White Bread Flour,,,,,,,,,,,,,,,,,,,,,,,,
244,22.4g,106kcal,0.6g,0.9g,,,4.0g,0.5g,0.2g,Wright's bread mix premium white,,,,,,,,,,,,,,,,,,,,,,,,
245,69.9g,352kcal,1.1g,2.8g,0.2g,1.7g,14.1g,0.01g,,Waitrose Super Fine 00 Grade Pasta Flour,,,,,,,,,,,,,,,,,,,,,,,,
246,70.8g,341kcal,0.9g,,0.19g,1.9g,9.73g,0.02g,,Homepride Plain Flour,,,,,,,,,,,,,,,,,,,,,,,,
247,72.0g,340kcal,0.7g,,0.14g,1.7g,9.61g,1.12g,,Homepride Self Raising Flour,,,,,,,,,,,,,,,,,,,,,,,,
248,10.6g,815kcal,85.1g,0.5g,49.3g,<0.5g,1.5g,<0.01g,,Atora Vegetable Shredded Suet,,,,,,,,,,,,,,,,,,,,,,,,
249,67.5g,397kcal,6.7g,4.6g,0.9g,2.0g,14.3g,trace,,Waitrose LoveLife Seeded & Malted Bread Flour,,,,,,,,,,,,,,,,,,,,,,,,
250,65g,494kcal,22g,2.9g,9.5g,21g,7.0g,0.07g,,Aunt Bessie's Golden Crumble Mix,,,,,,,,,,,,,,,,,,,,,,,,
251,69.8g,359kcal,2.2g,5.1g,0.5g,2.0g,12.5g,0.63g,,Waitrose Duchy Self Raising Brown Flour,,,,,,,,,,,,,,,,,,,,,,,,
252,72.3g,366kcal,1.5g,6.1g,0.9g,1.8g,12.7g,0.01g,,Essential Strong Brown Bread Flour,,,,,,,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,Allinson Dried Active Baking Yeast,,,,,,,,,,,,,,,,,,,,,,,,
254,70.1g,340kcal,1.3g,3.2g,0.2g,1.4g,10.4g,0g,,McDougalls Plain Flour,,,,,,,,,,,,,,,,,,,,,,,,
255,55.6g,353kcal,4.7g,11.5g,0.6g,2.9g,16.3g,0.03g,,Waitrose LoveLife Seeded Wholemeal Bread Flour,,,,,,,,,,,,,,,,,,,,,,,,
256,69.0g,373kcal,3.4g,5.8g,0.5g,1.5g,13.7g,0.02g,,Waitrose LoveLife Crunchy Mixed Seed Bread Flour,,,,,,,,,,,,,,,,,,,,,,,,
257,33g,238kcal,9.2g,2.4g,4.6g,1.2g,4.5g,0.41g,,Aunt Bessie's Dumpling Mix,,,,,,,,,,,,,,,,,,,,,,,,
258,19g,355kcal,5.7g,27g,0.9g,14g,44g,0.3g,,Doves Farm Quick Yeast,,,,,,,,,,,,,,,,,,,,,,,,
259,80g,353kcal,1.3g,0.8g,0.3g,0.2g,5.0g,<0.03g,,Freee by Doves Farm Free From Gluten Plain White Flour,,,,,,,,,,,,,,,,,,,,,,,,
260,62.9g,342kcal,1.8g,7.5g,0.4g,1.7g,14.9g,0g,,Hovis Granary Bread Flour,,,,,,,,,,,,,,,,,,,,,,,,
261,80g,348kcal,1.1g,0.2g,0.3g,0.4g,4.6g,0.87g,,Freee by Doves Farm Free From Gluten Self Raising Flour,,,,,,,,,,,,,,,,,,,,,,,,
262,66.6g,352kcal,2.1g,4.7g,0.4g,1.7g,14.4g,0.01g,,Waitrose Spelt Flour,,,,,,,,,,,,,,,,,,,,,,,,
263,46g,235kcal,4.2g,2.2g,0.3g,0.1g,1.9g,0.99g,,Doves Farm Free From White Bread Mix,,,,,,,,,,,,,,,,,,,,,,,,
264,37.1g,221kcal,2.2g,6.0g,0.5g,1.2g,10.2g,0.81g,,Cooks' Ingredients Wholemeal Bread Mix,,,,,,,,,,,,,,,,,,,,,,,,
265,75g,354kcal,2.0g,2.6g,0.5g,0.3g,7.8g,0.03g,,Doves Farm Rice Flour,,,,,,,,,,,,,,,,,,,,,,,,
266,,,,,,,,,,Bacheldr Millers Malted Bread Mix,,,,,,,,,,,,,,,,,,,,,,,,
267,38.2g,256kcal,5.3g,5.0g,0.9g,1.8g,11.3g,0.82g,,Cooks' Ingredients Multi Seed Malt Bread Mix,,,,,,,,,,,,,,,,,,,,,,,,
268,41g,236kcal,5.7g,1.9g,0.8g,2.2g,4.4g,0.58g,,Doves Farm Free From Pancake Mix,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,Bacheldre Stoneground Rye Flour,,,,,,,,,,,,,,,,,,,,,,,,
270,74.0g,343kcal,0.6g,2.3g,0.1g,1.5g,9.2g,0.85g,,Waitrose Sponge Flour,,,,,,,,,,,,,,,,,,,,,,,,
271,71.3g,352kcal,1.5g,3.2g,0.4g,1.3g,11.8g,0.64g,,Leckford Estate Self-Raising White Flour,,,,,,,,,,,,,,,,,,,,,,,,
272,60g,338kcal,3.1g,10.1g,0.9g,2.6g,11.8g,0.01g,,Sharpham Park Wholegrain Spelt Flour,,,,,,,,,,,,,,,,,,,,,,,,
273,55.7g,357kcal,4.4g,7.9g,0.6g,2.7g,19.8g,0.03g,,Cooks' Ingredients Gram Flour,,,,,,,,,,,,,,,,,,,,,,,,
274,68.9g,346kcal,1.9g,2.8g,0.5g,1.6g,11.8g,0.0g,,Leckford Estate Plain White Flour,,,,,,,,,,,,,,,,,,,,,,,,
275,42.4g,244kcal,3.2g,2.3g,0.7g,1.5g,10.3g,0.68g,,Cooks' Ingredients Oat & Linseed Bread Mix,,,,,,,,,,,,,,,,,,,,,,,,
276,59.6g,347kcal,2.3g,4.5g,0.6g,2.6g,11g,0.02g,,Sharpham Park White Spelt Flour,,,,,,,,,,,,,,,,,,,,,,,,
277,76.2g,355kcal,1.0g,3.2g,0.2g,1.1g,8.6g,0.01g,,Waitrose Sauce Flour,,,,,,,,,,,,,,,,,,,,,,,,
278,42.7g,238kcal,2.2g,4.1g,0.7g,2.5g,9.9g,0.75g,,Cooks' Ingredients Sundried Tomato & Chilli Bread Mix,,,,,,,,,,,,,,,,,,,,,,,,
279,62.5g,340kcal,2.6g,11.6g,0.7g,2.2g,10.9g,0.01g,,Sharpham Park Spelt & Rye Flour,,,,,,,,,,,,,,,,,,,,,,,,
280,44.2g,194kcal,0.7g,0.5g,0.2g,<0.5g,2.4g,44.9g,,Cooks' Ingredients Baking Powder,,,,,,,,,,,,,,,,,,,,,,,,
281,,,,,,,,,,Bacheldr Bakers White Bread Mix,,,,,,,,,,,,,,,,,,,,,,,,
282,,,,,,,,,,Bacheldre Stoneground Strong Wholemeal Flour,,,,,,,,,,,,,,,,,,,,,,,,
283,"56,7g",390kcal,"10,2g","6,0g","1,6g","1,8g","14,9g","2,0g",,Francine Pain Rustique Aux Céréales,,,,,,"54,9g",,,,,,,,,,,,,,,,,,
284,68g,346kcal,1.4g,7.4g,0.3g,1.4g,12g,0.03g,,Doves Farm Malthouse Bread Flour,,,,,,,,,,,,,,,,,,,,,,,,
285,"63,5g",355kcal,"3,7g","4,7g","1,2g","1,8g","14,6g","2,2g",,Francine Pain Special Campagne,,,,,,"61,7g",,,,,,,,,,,,,,,,,,
286,43.2g,225kcal,1.4g,2.9g,0.2g,4.9g,8.5g,0.28g,,Cooks' Ingredients Ciabatta Bread Mix,,,,,,,,,,,,,,,,,,,,,,,,
287,16g,1468kj,12g,42g,11g,8.6g,18g,0.1g,,Groovy Food Organic Coconut Flour,,,,,,,,,,,,,,,,,,,,,,,,
288,,,,,,,,,,Bacheldre Stoneground Strong Malted Flour,,,,,,,,,,,,,,,,,,,,,,,,
289,80g,341kcal,"0,7g","0,7g","0,4g","4,1g","3,2g","0,78g",,Schär Gluten Free Mix It! Flour,,,,,,,,,,,,,,,,,,,,,,,,
290,40g,240kcal,6.4g,4.1g,0.7g,0.6g,3.2g,0.57g,,Doves Farm Free From Seeded Bread Mix,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,Bacheldre Stoneground Spelt Flour,,,,,,,,,,,,,,,,,,,,,,,,
292,59.6g,342kcal,2.8g,7.9g,0.8g,2.6g,11.5g,0.02g,,Sharpham Park Spelt Flour Bakers Blend,,,,,,,,,,,,,,,,,,,,,,,,
293,66g,355kcal,2.7g,,0.6g,1.9g,13g,0.02g,,Sharpham Park Spelt Emmer Einkorn Heritage Flour,,,,,,,,,,,,,,,,,,,,,,,,
294,60g,342kcal,2.3g,9.7g,0.4g,0.4g,16g,0.03g,,Doves Farm Wholegrain Kamut Khorasan Flour,,,,,,,,,,,,,,,,,,,,,,,,
295,51.6g,249kcal,0.9g,2.0g,0.08g,0.82g,2.13g,0.39g,,Davina Steel Pizza Mix,,,,,,,1750mg,,,,,,,,,,,,,,,,,
296,57.9g,320kcal,1.5g,17.0g,0.3g,3.4g,10.1g,0.03g,,Waitrose Dark Rye Flour,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,Bacheldr Rustic Crunch Bread Mix,,,,,,,,,,,,,,,,,,,,,,,,
298,81.0g,342kcal,0.0g,0.5g,0.0g,73.0g,4.2g,0.03g,,Essential Pink & White Mini Marshmallows,,,,,,,,,,,,,,,,,,,,,,,,
299,6.1g,632kcal,62.0g,13.7g,53.4g,6.1g,5.6g,,,Whitworths Desiccated Coconut,,,,,,,,,,,,,,,,,,,,,,,,
300,6.1g,632kcal,62.0g,13.7g,53.4g,6.1g,5.6g,,,Dr.Oetker Rainbow Cupcake Cases,,,,,,,,,,,,,,,,,,,,,,,,
301,81.0g,341kcal,0.0g,0.0g,0.0g,73.0g,4.2g,0.03g,0.00g,Essential Mini White Marshmallows,,,,,,,,,,,,,,,,,,,,,,,,
302,69.0g,423kcal,13.0g,2.0g,1.0g,65.0g,6.6g,0.01g,,Cooks' Ingredients White Marzipan,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,Cooks' Homebaking stripe party candles,,,,,,,,,,,,,,,,,,,,,,,,
304,69.0g,424kcal,13.0g,2.7g,1.1g,64.0g,6.4g,0.01g,,Cooks' Ingredients Golden Marzipan,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,Cook's Homebaking gold& silver candles,,,,,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,Cooks' Homebaking birthday candles,,,,,,,,,,,,,,,,,,,,,,,,
307,52g,579kcal,38g,,24g,52g,5.8g,0.20g,,Dr.Oetker Chocolate Hearts Milk & White,,,,,,,,,,,,,,,,,,,,,,,,
308,95.8g,413kcal,3.3g,0.6g,1.85g,94.9g,0.3g,0.05g,,Cake Décor Rainbow Sprinkles,,,,,,,,,,,,,,,,,,,,,,,,
309,30.1g,229kcal,1.9g,29.3g,0.5g,30.1g,8.1g,0.02g,,Cooks' Ingredients Dried Raspberries,,,,,,,,,,,,,,,,,,,,,,,,
310,87.0g,411kcal,6.8g,0.5g,3.7g,85.0g,<0.5g,0.01g,,Cooks' Homebaking White Fondant Icing,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,Create A Cake 2lb Loaf Tin Liners,,,,,,,,,,,,,,,,,,,,,,,,
312,69.0g,419kcal,15.5g,0.5g,8.0g,65.0g,0.5g,0.60g,,Cooks' Ingredients Espresso Icing,,,,,,,,,,,,,,,,,,,,,,,,
313,58.3g,394kcal,16.4g,2.7g,9.0g,56.0g,1.9g,0.63g,,Betty Crocker Indulgent Icing Chocolate Fudge,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,Waitrose Home Long Cake Candles,,,,,,,,,,,,,,,,,,,,,,,,
315,71.5g,425kcal,15.5g,0.0g,8.5g,69.3g,0.0g,0.61g,,Betty Crocker Buttercream Style Icing Vanilla,,,,,,,,,,,,,,,,,,,,,,,,
316,87.0g,411kcal,6.8g,0.5g,3.7g,85.0g,<0.5g,0.01g,,Cooks' Homebaking White Fondant Icing,,,,,,,,,,,,,,,,,,,,,,,,
317,75g,458kcal,15g,2.8g,9.4g,63g,,0.16g,,Cake Décor Mini Jazzies,,,,,,,,,,,,,,,,,,,,,,,,
318,88g,394kcal,4.9g,,2.3g,82g,0g,0.04g,,Dr.Oetker Coloured Fondant Icing,,,,,,,,,,,,,,,,,,,,,,,,
319,81.0g,330kcal,0.3g,,0.0g,49.0g,1.0g,0.1g,,Marshmallow Fluff,,,,,,,,0.0g,,,,,,,,,,,,,,,,
320,,,,,,,,,,Cooks' Homebaking '0' Number Candle,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,Cooks' Homebaking pink party candles,,,,,,,,,,,,,,,,,,,,,,,,
322,66.0g,446kcal,20.0g,0.5g,11.0g,65.0g,<0.5g,0.90g,,Cooks' Ingredients Salted Caramel Icing,,,,,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,,,Waitrose Home Cake Fountains,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,Cooks' Homebaking '1' Number Candle,,,,,,,,,,,,,,,,,,,,,,,,
325,,,,,,,,,,Cooks' Homebaking '8' Number Candle,,,,,,,,,,,,,,,,,,,,,,,,
326,66.8g,440kcal,19.0g,0.5g,9.7g,65.4g,<0.5g,0.61g,,Cooks' Ingredients Vanilla Icing,,,,,,,,,,,,,,,,,,,,,,,,
327,,,,,,,,,,Cooks' Homebaking Bottle Candles,,,,,,,,,,,,,,,,,,,,,,,,
328,67.6g,446kcal,19.3g,0.5g,10.1g,66.9g,<0.5g,0.67g,,Cooks' Ingredients Sicilian Lemon Icing,,,,,,,,,,,,,,,,,,,,,,,,
329,,,,,,,,,,Cooks' Homebaking '4' Number Candle,,,,,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,Cooks' Homebaking '3' Number Candle,,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,,,,"Create A Cake 7"" Round Cake Liners",,,,,,,,,,,,,,,,,,,,,,,,
332,52g,579kcal,38g,,24g,52g,5.8g,0.20g,,Dr.Oetker Giant Chocolate Stars,,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,,,Talking Tables Birthday Musical Fountain,,,,,,,,,,,,,,,,,,,,,,,,
334,59.3g,566kcal,35.3g,,31.6g,59.3g,2.8g,0.6g,,Cake Decor White Choco Writer,,,,,,,,,,,,,,,,,,,,,,,,
335,30.0g,120kcal,0.0g,0.0g,0.0g,0.0g,0.0g,0.0g,,Cake Decor Cake Pens,,,,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,Cooks' Homebaking '6' Number Candle,,,,,,,,,,,,,,,,,,,,,,,,
337,25g,625kcal,53g,17g,32g,0g,12g,Nil,,Food Thoughts Cacao Crunchy Nibs,,,,150mg,2.7mg,,,,768mg,,,,,,,,,,,,,,,
338,,,,,,,,,,Cooks' Ingredients Cake Board & Box,,,,,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,Cooks' Homebaking '2' Number Candle,,,,,,,,,,,,,,,,,,,,,,,,
340,86.3g,351kcal,0.1g,0.0g,0.1g,85.9g,1.2g,0.12g,,Create a Cake Carrot Icing Decorations,,,,,,,,,,,,,,,,,,,,,,,,
341,93g,378kcal,0.7g,,0.7g,72g,0.1g,0.0g,,Cake Decor Edible Eyes,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,Waitrose Party Star Candles,,,,,,,,,,,,,,,,,,,,,,,,
343,58.0g,552kcal,33.3g,,26.9g,56.6g,4.0g,0.34g,,Cake Decor Milk Choco Writers,,,,,,,,,,,,,,,,,,,,,,,,
344,,,,,,,,,,Cooks' Homebaking '5' Number Candle,,,,,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,,,Cooks' Homebaking Flower Candles,,,,,,,,,,,,,,,,,,,,,,,,
346,71.8g,406kcal,10.8g,,6.3g,70.8g,5.5g,0.18g,,Cake Decor Chocolate Mirror Glaze,,,,,,,,,,,,,,,,,,,,,,,,
347,94.1g,382kcal,0.5g,0.5g,0.1g,71.4g,<0.5g,0.41g,,Cooks' Homebaking Jelly Diamonds,,,,,,,,,,,,,,,,,,,,,,,,
348,89g,394kcal,4.3g,,2.5g,82g,0.0g,0.00g,,Renshaw Green Ready to Roll Icing,,,,,,,,,,,,,,,,,,,,,,,,
349,98.2g,397kcal,<0.5g,0.6g,0.0g,96.1g,<0.5g,0.05g,,Cooks' Homebaking Fruity Shimmer Sugar,,,,,,,,,,,,,,,,,,,,,,,,
350,94.3g,425kcal,5.3g,0.0g,1.4g,72.3g,0.0g,0.38g,,Heston from Waitrose Popping Candy,,,,,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,Cooks' Homebaking '7' Number Candle,,,,,,,,,,,,,,,,,,,,,,,,
352,88.6g,406kcal,5.7g,,5.7g,63.6g,0.0g,0.0g,,Cake Décor Mermaid Sprinkles,,,,,,,,,,,,,,,,,,,,,,,,
353,75.3g,302kcal,0.2g,0.6g,0.1g,62.2g,0.3g,0.1g,,Cake Décor Rainbow Cake Colours,,,,,,,,,,,,,,,,,,,,,,,,
354,55.1g,322kcal,4.0g,16.3g,4.0g,54.0g,8.2g,0.03g,,Cooks' Ingredients Dried Strawberries,,,,,,,,,,,,,,,,,,,,,,,,
355,89g,394kcal,4.4g,,2.5g,83g,0.0g,0.00g,,Renshaw Pink Ready to Roll Icing,,,,,,,,,,,,,,,,,,,,,,,,
356,44g,583kcal,42g,9.4g,25g,29g,7.4g,Nil,,Food Thoughts Dark 70% Cacao Discs,,,,102mg,1.51mg,,,,461mg,,,,,,,,,,,,,,,
357,61g,308kcal,6.8g,,5.8g,44g,0.4g,0.08g,,Dr.Oetker White Decorating Icing,,,,,,,,,,,,,,,,,,,,,,,,
358,96g,396kcal,<0.1g,<0.1g,<0.1g,96g,2.8g,0.11g,,Cake Angels Under The Sea,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,Waitrose Home Angled Palette Knife,,,,,,,,,,,,,,,,,,,,,,,,
360,86.1g,358kcal,<0.5g,0.5g,0.1g,80.2g,2.4g,0.08g,,Cooks' Ingredients Royal Icing,,,,,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,TCakePro Edible Gold Leaf,,,,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,Cooks' Homebaking White Party Candles,,,,,,,,,,,,,,,,,,,,,,,,
363,84.2g,437kcal,10.3g,1.7g,6.4g,79.0g,1.1g,0.07g,,Cooks' Homebaking Fruity Confetti,,,,,,,,,,,,,,,,,,,,,,,,
364,71.1g,424kcal,15.5g,0.0g,8.5g,68.9g,0.0g,0.54g,,Betty Crocker Rich Cream Cheese Style Icing,,,,,,,,,,,,,,,,,,,,,,,,
365,84.2g,437kcal,10.3g,1.7g,6.4g,79g,1.1g,0.07g,,Cake Décor Gold Stars,,,,,,,,,,,,,,,,,,,,,,,,
366,96g,398kcal,1.6g,,1.3g,89g,0.1g,0.03g,,Dr.Oetker Rose Gold Blush,,,,,,,,,,,,,,,,,,,,,,,,
367,73g,428kcal,12g,,7.3g,67g,5.0g,0.22g,,Dr.Oetker Chocolatey Mix,,,,,,,,,,,,,,,,,,,,,,,,
368,6.5g,620kcal,56.5g,19.5g,32.8g,<0.5g,11.7g,0.02g,,Cooks' Ingredients Cocoa Nibs,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,Cooks' Homebaking '9' Number Candle,,,,,,,,,,,,,,,,,,,,,,,,
370,98.1g,393kcal,0.0g,0.0g,0.0g,89.9g,<0.5g,0.0g,,Cooks' Homebaking Bronze Crunch,,,,,,,,,,,,,,,,,,,,,,,,
371,84.2g,437kcal,10.3g,1.7g,6.4g,79.0g,1.1g,0.07g,,Cooks' Homebaking Sugar Stars,,,,,,,,,,,,,,,,,,,,,,,,
372,88g,390kcal,3.8g,,1.8g,86g,0g,0g,,Dr.Oetker Ivory Soft Fondant Icing,,,,,,,,,,,,,,,,,,,,,,,,
373,63.8g,407kcal,16.0g,1.5g,8.8g,61.2g,1.1g,0.62g,,Betty Crocker Tempting Chocolate Flavour Icing,,,,,,,,,,,,,,,,,,,,,,,,
374,97g,393kcal,0.3g,,0.3g,88g,0.1g,0.01g,,Dr.Oetker Bright & Bold Mix,,,,,,,,,,,,,,,,,,,,,,,,
375,66g,268kcal,0g,,0g,47g,0g,0.06g,,Dr.Oetker Gold Decorating Icing,,,,,,,,,,,,,,,,,,,,,,,,
376,96.8g,387kcal,<0.1g,,0.0g,67.7g,0.0g,0.0g,,Cake Décor Decorate Unicorn Kit,,,,,,,,,,,,,,,,,,,,,,,,
377,88g,391kcal,4.5g,,3.5g,87g,0g,0g,,Dr.Oetker Wafer Unicorns,,,,,,,,,,,,,,,,,,,,,,,,
378,98.3g,399kcal,0.0g,0.0g,0.0g,98.1g,1.4g,0.04g,,Cooks' Homebaking Rose Decorations,,,,,,,,,,,,,,,,,,,,,,,,
379,99.6g,400kcal,<0.5g,0.0g,0.1g,91.5g,<0.5g,0.0g,,Cooks' Homebaking Silver Balls,,,,,,,,,,,,,,,,,,,,,,,,
380,64g,393kcal,16g,,4.4g,56g,1.6g,0.24g,,Dr.Oetker Chocolate Cupcake Icing,,,,,,,,,,,,,,,,,,,,,,,,
381,89.9g,388kcal,3.7g,,2.2g,86.5g,0.0g,0.0g,,Renshaw Jet Black Ready to Roll Icing,,,,,,,,,,,,,,,,,,,,,,,,
382,,,,,,,,,,Cake Décor Edible Glue,,,,,,,,,,,,,,,,,,,,,,,,
383,89.2g,393kcal,4.2g,,2.4g,87.8g,0.0g,0.0g,,Renshaw Yellow Ready to Roll Icing,,,,,,,,,,,,,,,,,,,,,,,,
384,53g,579kcal,40g,0g,24g,45g,5g,0.1g,,Food Thoughts White 35% Cacao Discs,,,,190mg,,,,,270mg,,,,,,,,,,,,,,,
385,54g,583kcal,38g,,23g,53g,5.9g,0.22g,,Dr.Oetker Letters & Numbers,,,,,,,,,,,,,,,,,,,,,,,,
386,71.7g,426kcal,15.5g,0.0g,8.5g,69.2g,0.0g,0.61g,,Betty Crocker Lemon Icing,,,,,,,,,,,,,,,,,,,,,,,,
